x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,label
0.4164701998233795,0.8582136631011963,-1.3909334484196734e-06,0.5672687292098999,0.7882225513458252,-0.04825868085026741,0.6505003571510315,0.5997381806373596,-0.0440683476626873,0.651342511177063,0.43433472514152527,-0.03771614655852318,0.6302070617675781,0.3297772705554962,-0.016875144094228745,0.5538336038589478,0.4928654730319977,0.010513348504900932,0.5379365086555481,0.37896525859832764,-0.05348624661564827,0.5385864973068237,0.5035204887390137,-0.07562709599733353,0.5425492525100708,0.5584405660629272,-0.0777655690908432,0.46386009454727173,0.5040028691291809,0.015158104710280895,0.4503431022167206,0.3995719850063324,-0.06305844336748123,0.4687086343765259,0.5446154475212097,-0.07004576921463013,0.4769318699836731,0.5879516005516052,-0.050642337650060654,0.3794836401939392,0.527024507522583,0.004861765541136265,0.3609299659729004,0.4353776276111603,-0.07996010035276413,0.38922232389450073,0.5804605484008789,-0.049612823873758316,0.39946648478507996,0.626746654510498,-0.0031628739088773727,0.29076099395751953,0.559339165687561,-0.0091377729550004,0.29150471091270447,0.49300071597099304,-0.05784718319773674,0.31308043003082275,0.5960025787353516,-0.033212993294000626,0.31804201006889343,0.6348191499710083,0.0006478115683421493,0.0
0.42547911405563354,0.8278124332427979,-1.3147309800842777e-06,0.5560252666473389,0.7341611385345459,-0.04157199710607529,0.5932477116584778,0.5401570200920105,-0.035925764590501785,0.5552027225494385,0.3860121965408325,-0.029680922627449036,0.5082154273986816,0.29174351692199707,-0.012000257149338722,0.47351789474487305,0.4605373442173004,0.013397887349128723,0.43342307209968567,0.35207876563072205,-0.04933357611298561,0.45867669582366943,0.46395161747932434,-0.07251589745283127,0.4771609902381897,0.5290026664733887,-0.07294958829879761,0.38776856660842896,0.4911257326602936,0.01696295477449894,0.3512131869792938,0.3885195553302765,-0.05548599734902382,0.39708149433135986,0.5206608176231384,-0.06285484880208969,0.4214582145214081,0.5753527283668518,-0.04311509430408478,0.3080408275127411,0.5349408388137817,0.006547233555465937,0.26873254776000977,0.44228243827819824,-0.07120262086391449,0.3284328579902649,0.5720785856246948,-0.04359440878033638,0.3559323251247406,0.6263709664344788,0.0007120328373275697,0.22702965140342712,0.5910745859146118,-0.006870080716907978,0.21592600643634796,0.51572585105896,-0.05086971074342728,0.26110580563545227,0.6059950590133667,-0.026872411370277405,0.28003430366516113,0.6493649482727051,0.006234061438590288,0.0
0.43394041061401367,0.8404890298843384,-9.561532579027698e-07,0.5845698714256287,0.8113350868225098,-0.05222924426198006,0.713915228843689,0.6507735252380371,-0.05174308642745018,0.7527382373809814,0.49181920289993286,-0.04671123996376991,0.7655842900276184,0.387773334980011,-0.0271364264190197,0.6371544003486633,0.5251783132553101,-0.0021572019904851913,0.6611144542694092,0.4224942922592163,-0.05671137198805809,0.6293691992759705,0.5368928909301758,-0.07420589029788971,0.6148553490638733,0.5725894570350647,-0.07808879017829895,0.5500161647796631,0.5162256956100464,0.003805949818342924,0.5705779194831848,0.4100911021232605,-0.06457947939634323,0.5548628568649292,0.5529862642288208,-0.06954815238714218,0.547055184841156,0.5864830613136292,-0.05344167351722717,0.4647705554962158,0.5214555859565735,-0.0028438346926122904,0.47756022214889526,0.41819891333580017,-0.07986608147621155,0.4774639904499054,0.5635940432548523,-0.04796220734715462,0.47160694003105164,0.6055198311805725,-0.004902020562440157,0.371220201253891,0.5315277576446533,-0.013232839293777943,0.3889773190021515,0.47206029295921326,-0.062216199934482574,0.40004274249076843,0.5695364475250244,-0.038466062396764755,0.39669370651245117,0.6007764339447021,-0.006816908251494169,0.0
0.424752414226532,0.8599379062652588,-1.127895984609495e-06,0.5636860132217407,0.7703782320022583,-0.036798834800720215,0.6341269016265869,0.6040660738945007,-0.0332273431122303,0.6274819374084473,0.46222442388534546,-0.03105291910469532,0.6069443225860596,0.36397480964660645,-0.017288539558649063,0.5312475562095642,0.515753984451294,0.021120330318808556,0.5283175706863403,0.40876948833465576,-0.03639160469174385,0.5325881838798523,0.5189924240112305,-0.058157917112112045,0.5309982299804688,0.5717938542366028,-0.06101158633828163,0.45218440890312195,0.5275928974151611,0.019825024530291557,0.4513840079307556,0.4223676919937134,-0.05086353048682213,0.4687245488166809,0.5547598004341125,-0.061234693974256516,0.4698130488395691,0.602729320526123,-0.04604541137814522,0.37414249777793884,0.5519018769264221,0.005636780522763729,0.36784887313842773,0.45278221368789673,-0.07302184402942657,0.3960230350494385,0.5867741107940674,-0.047879088670015335,0.400522917509079,0.638462483882904,-0.00585884740576148,0.2908490002155304,0.5887246131896973,-0.010995650663971901,0.3024904131889343,0.515356719493866,-0.05768688768148422,0.3279784917831421,0.6056120991706848,-0.03415493294596672,0.32872825860977173,0.6479001641273499,-0.001319490373134613,0.0
0.4355488419532776,0.8327814340591431,-1.3240194220998092e-06,0.5787935256958008,0.7439987659454346,-0.04411236196756363,0.6475641131401062,0.5445911288261414,-0.03969981521368027,0.63523268699646,0.3792351186275482,-0.034998245537281036,0.619871973991394,0.2703961133956909,-0.014940417371690273,0.5402231216430664,0.4348905086517334,0.010270032100379467,0.5360171794891357,0.322444349527359,-0.050443120300769806,0.5430424213409424,0.45624884963035583,-0.0675228089094162,0.5389589667320251,0.5005895495414734,-0.06873036175966263,0.45038270950317383,0.45250648260116577,0.009756248444318771,0.44649097323417664,0.3478233218193054,-0.06639324873685837,0.47194814682006836,0.5028398036956787,-0.06984647363424301,0.4687151312828064,0.5346586108207703,-0.05083249881863594,0.3646079897880554,0.484978049993515,-0.004581380169838667,0.355704665184021,0.38247108459472656,-0.09148108214139938,0.39267852902412415,0.5353416204452515,-0.05531780421733856,0.3915104269981384,0.5760275721549988,-0.006534290034323931,0.2713126242160797,0.5264406800270081,-0.02182108350098133,0.28592246770858765,0.45184728503227234,-0.07101693749427795,0.31935346126556396,0.5543856620788574,-0.0392121821641922,0.3154352605342865,0.5911723971366882,-0.0011524474248290062,0.0
0.40898460149765015,0.7979479432106018,-1.277659180232149e-06,0.5520813465118408,0.7485089302062988,-0.046841513365507126,0.6316900849342346,0.5456078052520752,-0.04348556324839592,0.6308308243751526,0.374406099319458,-0.03402561694383621,0.6551626920700073,0.28092509508132935,-0.009863916784524918,0.5362194180488586,0.45378056168556213,-0.009292516857385635,0.5283061861991882,0.34379398822784424,-0.06281501054763794,0.5254038572311401,0.46917831897735596,-0.07524775713682175,0.5247224569320679,0.512087345123291,-0.07592830061912537,0.4433714747428894,0.4714771509170532,-0.002336547477170825,0.43492478132247925,0.35848814249038696,-0.07327558845281601,0.4538510739803314,0.5061569213867188,-0.07295544445514679,0.4573151469230652,0.5475817918777466,-0.05162438377737999,0.36064666509628296,0.49928411841392517,-0.007112834136933088,0.34469592571258545,0.4001145660877228,-0.08035096526145935,0.3806382417678833,0.5398516058921814,-0.043333664536476135,0.38586267828941345,0.581315815448761,0.001786074717529118,0.2717679738998413,0.5284148454666138,-0.015059398487210274,0.273440957069397,0.46883058547973633,-0.057255592197179794,0.30489373207092285,0.5655980110168457,-0.031091073527932167,0.3081650733947754,0.5930145978927612,-0.0002792419691104442,0.0
0.5118443965911865,0.8535981178283691,-1.1115354254798149e-06,0.6635653972625732,0.7823822498321533,-0.03980623930692673,0.7472797632217407,0.609631359577179,-0.03667156398296356,0.7393587827682495,0.45140543580055237,-0.032250214368104935,0.7462828159332275,0.3480137288570404,-0.013821409083902836,0.6407743692398071,0.499227374792099,0.00022012610861565918,0.6563122272491455,0.39276987314224243,-0.051709238439798355,0.658523440361023,0.5149460434913635,-0.05920332297682762,0.6426210999488831,0.5601566433906555,-0.05434303730726242,0.5539329648017883,0.5131896734237671,-0.0007875208393670619,0.5724338293075562,0.40885215997695923,-0.0669279396533966,0.5897412300109863,0.5602654814720154,-0.06697102636098862,0.5738162994384766,0.5947116017341614,-0.048439446836709976,0.4694785475730896,0.5415430665016174,-0.013235007412731647,0.48777684569358826,0.4450509548187256,-0.09453088790178299,0.5152051448822021,0.5910184979438782,-0.06416583806276321,0.5009210109710693,0.627996563911438,-0.02104649506509304,0.37598031759262085,0.5780115127563477,-0.026971682906150818,0.41237497329711914,0.5048202872276306,-0.07544562965631485,0.4405875504016876,0.5978436470031738,-0.04822564870119095,0.4242507815361023,0.6293714642524719,-0.01493168156594038,0.0
0.6420055627822876,0.8794819116592407,-9.23973971111991e-07,0.7919475436210632,0.8339914083480835,-0.04585092142224312,0.8886132836341858,0.6644126176834106,-0.0438557006418705,0.8919945955276489,0.5041035413742065,-0.03835056349635124,0.9021293520927429,0.4030790627002716,-0.01944046840071678,0.7975062727928162,0.5475946068763733,-0.0045226081274449825,0.8158681988716125,0.4442365765571594,-0.054223671555519104,0.8065230846405029,0.5615421533584595,-0.0648530125617981,0.7910237312316895,0.6072445511817932,-0.0634380578994751,0.7094386219978333,0.5523954033851624,-0.0013078657211735845,0.7274706959724426,0.44956761598587036,-0.06170371547341347,0.7351126670837402,0.5954651832580566,-0.06342261284589767,0.7221468091011047,0.6325922012329102,-0.047864366322755814,0.6240662336349487,0.571088433265686,-0.00945083238184452,0.6408774852752686,0.47348088026046753,-0.08284640312194824,0.6603496670722961,0.6164942979812622,-0.052923768758773804,0.648323655128479,0.6570212244987488,-0.012730889953672886,0.5306006073951721,0.5978619456291199,-0.02001393958926201,0.5627317428588867,0.528459906578064,-0.06663838028907776,0.5829401016235352,0.6213889122009277,-0.04195982962846756,0.5681919455528259,0.6534069776535034,-0.011294876225292683,0.0
0.3754556179046631,0.8913528919219971,-1.29251327507518e-06,0.5195271372795105,0.7821199893951416,-0.047365471720695496,0.5850702524185181,0.5969293117523193,-0.047511909157037735,0.5727263689041138,0.439227432012558,-0.047924723476171494,0.5624050498008728,0.33085522055625916,-0.0335649698972702,0.47036945819854736,0.5069372057914734,0.02087007649242878,0.4683448076248169,0.392137736082077,-0.04136902466416359,0.4803083539009094,0.5229594707489014,-0.0614626444876194,0.4770493805408478,0.5736624598503113,-0.06362391263246536,0.3829752802848816,0.5248158574104309,0.022380422800779343,0.3838936388492584,0.4192504584789276,-0.05490061640739441,0.41211000084877014,0.5678709149360657,-0.0639873668551445,0.4082477390766144,0.6039215922355652,-0.04733807593584061,0.29855912923812866,0.5566635131835938,0.008641493506729603,0.2925901412963867,0.46130767464637756,-0.07849331200122833,0.3315281271934509,0.6043949127197266,-0.05061344802379608,0.32905399799346924,0.6440324783325195,-0.005612357519567013,0.20682784914970398,0.5997762680053711,-0.008044496178627014,0.21944214403629303,0.5238332152366638,-0.056317251175642014,0.2532479763031006,0.6204360723495483,-0.028759801760315895,0.2469298094511032,0.6580691337585449,0.007045802194625139,0.0
0.42131757736206055,0.8686789274215698,-1.2479932820497197e-06,0.5894898176193237,0.7959251403808594,-0.04232800006866455,0.6883049607276917,0.6237865686416626,-0.03871467337012291,0.6921921968460083,0.46081167459487915,-0.03538313880562782,0.7016606330871582,0.3505151867866516,-0.018092865124344826,0.5865418910980225,0.502357006072998,0.014245101250708103,0.6075049638748169,0.39297324419021606,-0.04480920359492302,0.6022005677223206,0.518333375453949,-0.05975962057709694,0.5847706198692322,0.56787109375,-0.05830786004662514,0.49880316853523254,0.5105555653572083,0.013027283363044262,0.5206383466720581,0.40254881978034973,-0.06228199973702431,0.5263932347297668,0.5570986270904541,-0.06858710199594498,0.5079847574234009,0.5987887978553772,-0.050804492086172104,0.41143283247947693,0.5308018922805786,-0.0015662453370168805,0.4303247332572937,0.42874473333358765,-0.09391171485185623,0.44613006711006165,0.5865758657455444,-0.06514685600996017,0.4307350814342499,0.6340692639350891,-0.018292436376214027,0.31122902035713196,0.5618972182273865,-0.017638972029089928,0.34881478548049927,0.48634499311447144,-0.07574750483036041,0.36962905526161194,0.5903404951095581,-0.04953939467668533,0.3528105616569519,0.6296570301055908,-0.012887072749435902,0.0
